Date,Ticker,Company,PX1,PX2,PX3,PX4,PX5,PX6,PX7,PX8,PX9,PX10,Close,High,Low,Open,Volume,Revenue from Business Activities - Total,Gross Profit - Industrials/Property - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,Cash & Cash Equivalents,Cash & Short-Term Investments,Total Assets,Debt - Total,Common Equity - Total,Net Cash Flow from Operating Activities,"Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",Capital Expenditures - Net - Cash Flow,Net Change in Cash - Total,Free Cash Flow Net of Dividends,Dividend Yield - Common Stock - Gross - Issue Specific - %,Dividend Yield - Common Stock - Net - Issue Specific - %,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Shares used to calculate Diluted EPS - Total,Non-GAAP Revenues - Company Reported,Non-GAAP Income from Operations - Company Reported,Gross Profit Margin - %,EBITDA Margin - %,Operating Margin - %,Income before Tax Margin - %,Income Tax Rate - %,Net Margin - %,Free Cash Flow,Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items),Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items),Return on Invested Capital - %,Revenue from Business Activities - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Common Shares - Outstanding - Total,Total Debt Percentage of Total Assets,Total Debt Percentage of Total Capital,Total Debt Percentage of Total Equity,Debt Service,Debt Service Percentage of Normalized after Tax Profit,Interest Coverage Ratio,Dividend Coverage - %,Earnings Retention Rate,Dividend Payout Ratio - %,Market Capitalization,Debt - Total,Preferred Shareholders Equity,Minority Interest - Total,Cash & Short Term Investments - Total,Enterprise Value,Asset Turnover,Income before Tax Margin - %,Pretax ROA - %,Total Assets to Total Shareholders Equity - including Minority Interest & Hybrid Debt,Pretax ROE - %,Tax Complement,Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items),Earnings Retention Rate,Reinvestment Rate - %,Net Income after Tax per Employee,Sales per Employee,Total Assets per Employee,Current Ratio,Quick Ratio,Working Capital to Total Assets,Accounts Receivable Turnover,Average Receivables Collection Days,Payables Turnover,Average Payables Payment Days,Inventory Turnover,Average Inventory Days,Average Net Trade Cycle Days
2020-11-13,CVS,CVS Health Corp,10.7308,14.7708,21.6632,30.0158,41.9956,56.1166,66.1219,71.9117,76.5615,80.3904,62.1737060546875,62.3313298020643,60.492390536637586,61.044070311979404,6722000.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-11-16,CVS,CVS Health Corp,10.3164,14.7616,22.3087,30.4237,40.5063,55.0063,65.2684,71.2183,75.9861,79.9045,64.33665466308594,64.8533062217177,63.46096861988281,64.44173271245955,13265600.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-11-17,CVS,CVS Health Corp,11.9289,16.9445,25.318,34.004,45.6728,59.5947,69.4519,75.0677,79.568,83.2654,58.79356002807617,60.17714557086821,58.36447574033332,59.765572064256915,34429700.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-11-18,CVS,CVS Health Corp,11.8229,17.0377,25.102,34.2839,45.5431,59.6526,69.6393,75.3185,79.8616,83.5899,58.10177993774414,59.7830958934098,58.04924090192825,59.10882043693491,11674600.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-11-19,CVS,CVS Health Corp,12.9895,17.8947,27.0793,36.1768,46.6058,60.8015,70.8487,76.5377,81.078,84.7967,57.84782409667969,58.22436940298649,57.07722270093892,57.81279584947033,11656400.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-11-20,CVS,CVS Health Corp,13.8129,18.9211,28.5116,36.2575,48.1412,62.4187,72.5262,78.3134,82.7603,86.2862,58.136810302734375,58.55714264741392,57.63766940146516,57.70772590573774,8822500.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-11-23,CVS,CVS Health Corp,12.1913,17.4879,26.8984,36.2154,48.0996,62.1789,72.146,77.8556,82.2554,85.7531,58.478309631347656,59.091293835939936,58.14555135865169,58.55712484493198,5889100.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-11-24,CVS,CVS Health Corp,12.7261,18.0416,26.6223,35.0679,46.6161,60.6124,70.5158,76.2218,80.6342,84.1531,59.923187255859375,60.273462957028094,58.434523877083954,58.898636341727354,8312200.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-11-25,CVS,CVS Health Corp,14.7777,19.3433,28.892,36.7079,46.4081,60.5909,70.6176,76.3808,80.8308,84.3741,59.2226448059082,59.8969268017526,58.74102148983081,59.8356290458535,6789100.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-11-27,CVS,CVS Health Corp,14.661,19.5075,29.8223,36.5418,47.8143,61.264,70.7766,77.3032,82.3641,86.419,59.43281555175781,59.68676531195943,59.09129852137224,59.2927025746999,2803700.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-11-30,CVS,CVS Health Corp,12.2311,17.4068,25.4902,34.9832,47.5348,61.1161,70.7204,77.3014,82.4011,86.486,59.362770080566406,59.625471939874025,58.846111732970066,59.3802808654713,8242600.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-12-01,CVS,CVS Health Corp,11.4511,16.4076,23.942,33.6133,46.166,60.2593,70.2143,77.0056,82.2531,86.446,59.14383316040039,60.71131189995982,58.986209413378944,59.88816492318625,8233200.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-12-02,CVS,CVS Health Corp,12.3966,17.2003,25.6363,34.4195,46.1978,59.7125,69.2623,75.842,80.9521,85.0537,60.97401428222656,61.55197025389369,59.06501851910348,59.15259246459538,8138500.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-12-03,CVS,CVS Health Corp,12.0909,17.4051,26.2894,35.3421,46.6189,60.1829,69.7627,76.3472,81.4543,85.5483,63.50475311279297,63.60107911839132,60.62375171938506,61.04407730658264,13270200.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-12-04,CVS,CVS Health Corp,12.15,18.1496,27.3973,36.811,47.6863,61.6699,71.5461,78.2802,83.4741,87.617,65.23860168457031,65.25611246352383,63.54852757503391,63.67988180052239,11964700.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-12-07,CVS,CVS Health Corp,13.8558,18.8124,27.2779,36.6257,49.7292,62.7642,71.9719,78.294,83.2025,87.1352,64.47676086425781,65.36120563730306,63.42594028628938,65.00217783419633,6868000.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-12-08,CVS,CVS Health Corp,14.1196,19.1522,28.3294,38.5959,52.2177,65.464,74.8176,81.1724,86.0766,89.9893,64.67818450927734,64.74824101005281,63.59233547108013,63.688661489407494,6044200.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-12-09,CVS,CVS Health Corp,13.0345,19.1791,28.4909,39.1315,53.1151,65.7368,74.6542,80.7468,85.4748,89.2654,64.38919830322266,65.18607586651615,63.802490215650074,65.13353015710852,6825900.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-12-10,CVS,CVS Health Corp,15.4554,20.889,31.1153,41.5931,54.9216,67.8758,77.0211,83.2151,87.9894,91.7948,63.2332878112793,64.06519355343922,63.119451031826664,63.723669853172815,6003100.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-12-11,CVS,CVS Health Corp,14.7017,20.5936,29.5298,41.4557,55.9849,69.3971,78.8645,85.2411,90.1205,93.9865,62.681602478027344,63.145714966821856,61.867214269836744,63.04938897696409,6515800.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-12-14,CVS,CVS Health Corp,14.1254,20.1528,29.863,41.6919,56.6753,68.7684,77.3118,83.1406,87.6627,91.2895,61.0528450012207,63.33838659512371,61.017816750319405,63.320869129195195,7157600.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-12-15,CVS,CVS Health Corp,14.1072,20.2855,30.1088,40.837,56.1824,68.484,77.1718,83.0861,87.669,91.339,61.20170593261719,61.46441445619586,60.247211213461526,61.36808844294737,7808700.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-12-16,CVS,CVS Health Corp,14.3086,19.4272,28.4708,40.4966,55.8796,67.4253,75.5791,81.1627,85.5397,89.0791,60.70254898071289,60.97400948370311,59.85313255153943,60.55368397461848,7380700.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-12-17,CVS,CVS Health Corp,15.3351,21.5226,31.2384,41.4431,55.5393,67.43,75.8218,81.5501,86.0227,89.6276,60.93899917602539,61.201707707221566,60.15088694434781,60.8164036430553,7497600.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-12-18,CVS,CVS Health Corp,15.198,21.3259,30.8594,41.3874,55.0481,66.6575,74.8496,80.4602,84.8612,88.422,60.90397262573242,61.114135424925635,60.26471881528629,61.070348446322704,12530500.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-12-21,CVS,CVS Health Corp,14.467,20.9772,30.0978,41.9758,57.0782,68.3685,76.3348,81.778,86.0493,89.5071,60.16838073730469,60.387302224493666,59.51161627573775,60.15962200715012,6988400.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-12-22,CVS,CVS Health Corp,16.0025,20.5155,30.2357,42.476,57.013,71.7386,82.0956,92.0397,99.4205,105.0977,58.86362075805664,60.02828487541777,58.72350777508624,59.92320013818997,5685000.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-12-23,CVS,CVS Health Corp,16.2882,20.4133,30.4528,41.6301,55.7417,71.7382,82.9779,94.4915,103.2766,110.2029,59.55541229248047,59.9669858198695,59.10005178862063,59.13508003360636,4924100.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-12-24,CVS,CVS Health Corp,14.8158,20.3224,29.8793,40.953,55.017,66.7629,75.0433,84.3402,91.7141,97.7186,59.520389556884766,59.69552411706978,59.1000572591034,59.69552411706978,2117600.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
